ra,dec,label
162.108475,39.186229,
163.658093,58.039962,
223.060004,5.512909,
328.506279,4.224004,
183.934870,42.206039,
238.926104,49.359081,
11.844739,10.052504,
359.499109,21.855491,
343.673918,22.556681,
185.006673,32.427466,
134.004442,-0.020934,
150.092503,34.041086,
158.794966,27.214801,
325.821590,26.601518,
227.962950,52.427772,
20.937001,12.649304,
211.180242,-0.095044,
125.455099,24.866541,
154.740560,27.989220,
219.021069,3.633884,
168.996333,42.889132,
174.730918,51.808717,
224.018144,13.147780,
211.784041,14.263266,
173.260651,47.939717,
213.923282,2.759959,
215.917303,46.286102,
120.495549,46.062575,
137.318254,34.653310,
211.449552,26.321884,
200.302334,59.223395,
216.638784,35.032414,
244.688404,46.031070,
352.937250,26.731646,
171.782776,20.649700,
221.774212,55.632161,
126.952670,25.209809,
239.695765,4.634051,
320.147990,2.888036,
1.433577,22.122923,
15.483338,0.691416,
199.818761,9.419132,
185.610876,5.825092,
355.906428,-2.724243,
27.870308,5.432620,
165.362823,24.953728,
11.271459,10.336398,
322.094720,-0.026460,
194.281843,34.818270,
219.171844,0.266373,
244.438928,49.901243,
183.576164,43.033775,
119.248270,45.475162,
17.078402,26.408076,
213.884121,40.831004,
233.458984,40.698721,
167.722455,65.078741,
151.272389,35.149621,
323.671174,2.379623,
180.910272,28.091191,
350.004387,-0.914039,
16.057769,-1.264487,
114.529307,21.458212,
241.158515,32.565402,
244.960161,37.420947,
199.193515,55.466025,
248.406388,42.114671,
112.841220,27.091395,
30.734848,-2.791668,
153.084877,12.730628,
346.416194,20.575021,
131.141491,13.120727,
352.280632,18.868242,
129.139781,55.545850,
52.785025,-6.744570,
135.154764,53.130003,
230.121081,28.991163,
343.592219,22.769998,
131.912553,3.206172,
254.184302,37.098715,
153.414415,48.775249,
241.260890,37.602096,
20.458576,1.714863,
115.225221,33.335082,
229.096618,18.739583,
154.087963,23.130743,
134.335325,42.440029,
167.880555,24.839873,
173.381568,46.250636,
249.233569,44.507524,
251.373053,22.619701,
209.812799,42.653088,
189.238370,26.950357,
237.963116,-1.008879,
357.048380,25.392937,
178.345262,7.921314,
222.703106,9.679357,
158.338400,1.706398,
211.512125,7.723325,
120.417135,37.475462,
129.585537,42.890399,
248.696108,29.620360,
15.479981,13.860493,
167.135320,6.927410,
355.022589,17.601472,
168.078742,30.760987,
228.620896,47.402688,
227.757420,42.586342,
244.987989,20.061869,
208.553065,56.964439,
199.402045,34.421080,
203.470184,52.994576,
344.480521,22.091496,
193.565133,35.695380,
356.188111,0.448819,
338.888143,-9.523082,
14.842759,21.755220,
199.291712,41.362308,
168.450242,30.680235,
157.739685,27.933978,
354.968707,0.485186,
191.971956,32.228199,
208.658620,65.985101,
13.953691,32.425067,
213.513027,0.983559,
144.889657,12.009320,
357.336007,26.273631,
15.214009,31.582414,
215.391583,58.081800,
9.918249,-11.014453,
16.150375,-1.896351,
129.342191,57.748547,
128.163295,54.853677,
2.508524,0.706842,
24.470891,-2.292182,
53.091157,0.013568,
133.652515,51.188035,
208.952737,39.284919,
209.870325,6.973268,
220.019334,22.630676,
137.399660,6.639234,
351.129187,32.815849,
171.861733,65.527531,
195.909758,37.831434,
222.643744,41.281022,
242.307949,47.692146,
321.091682,1.406597,
21.983619,22.367842,
33.570658,-0.874763,
172.785179,54.955844,
0.798262,25.238943,
158.944862,54.842321,
121.275709,52.154354,
134.134382,50.630017,
244.881086,52.791625,
158.374929,60.942845,
12.218412,-0.408569,
33.162174,31.686419,
218.758752,22.827110,
163.294234,4.940166,
116.653255,29.720468,
4.721292,8.051467,
158.820827,28.615160,
166.950000,21.335136,
235.512048,6.598938,
351.633806,34.432670,
248.125262,14.320293,
218.679647,-2.187179,
114.434170,32.744441,
358.060590,0.126124,
219.690187,53.243319,
112.580334,25.633030,
173.146122,3.564377,
26.960033,27.796094,
230.931313,42.311478,
346.846485,19.511156,
330.416647,11.694672,
120.268504,23.450680,
151.975875,27.155018,
356.390766,33.476133,
50.671917,-7.759632,
155.014924,47.752475,
174.400039,19.723427,
358.608985,22.994063,
228.694187,18.374466,
249.282821,41.354603,
185.855949,14.619408,
193.908780,59.277472,
317.345016,-6.064615,
226.510915,7.175830,
173.465350,37.331478,
214.894338,5.057531,
129.832840,16.129087,
178.561618,46.238683,
20.755071,-10.450816,
173.700556,59.662718,
182.470632,1.356498,
2.857304,-10.952903,
355.214083,9.060490,
143.326771,41.165673,
116.437557,39.450269,
39.332731,-1.766355,
177.595897,38.856593,
167.302041,49.155241,
329.312799,7.547776,
189.078349,57.095335,
114.653328,17.639112,
157.282543,41.603271,
137.066354,12.427370,
8.850924,10.508529,
222.563234,49.665308,
160.429580,19.956162,
351.546242,6.433654,
19.874125,29.399413,
25.269744,18.862761,
205.395699,65.161703,
209.535905,62.329620,
209.039076,24.929124,
249.450371,23.375093,
120.941559,29.668073,
194.865258,35.855497,
145.325340,48.439705,
122.037183,24.177917,
237.142887,25.104754,
250.163785,40.526402,
345.644912,19.176758,
339.796062,20.047601,
236.468583,41.197516,
140.635424,10.387735,
344.053970,23.786669,
28.630635,21.640887,
222.816375,13.983779,
163.531096,41.902214,
165.440777,42.986334,
232.461814,35.926887,
334.377328,22.873168,
193.130555,63.897270,
167.156281,-2.058120,
179.905752,47.445219,
315.605533,-0.811633,
143.918467,52.226748,
174.603923,35.774776,
150.477338,0.757209,
212.423584,-3.309167,
174.385809,13.180730,
159.652101,9.860796,
236.715295,23.937223,
30.092914,7.514902,
354.036744,31.472790,
220.874420,5.153222,
196.434673,53.026748,
178.762062,19.034932,
6.659329,31.347624,
321.837236,1.718588,
183.994239,9.507960,
215.557014,48.341737,
350.673987,23.682539,
159.472576,26.085559,
176.901653,33.565920,
243.331004,57.407518,
209.970605,52.321857,
247.805744,38.722460,
174.975697,49.589929,
217.384389,54.523509,
29.174029,10.666526,
175.198050,25.975514,
220.333759,33.123098,
142.092353,38.559870,
257.151160,33.430199,
155.530127,16.018793,
171.378983,55.405803,
22.620787,0.287417,
219.390332,48.512060,
131.483358,42.067181,
168.315730,31.527600,
122.937854,30.681891,
235.070919,55.999971,
144.582207,40.629572,
171.200806,48.589816,
140.602714,61.919569,
121.194110,28.395459,
226.226299,21.791160,
164.521216,20.061410,
159.236423,35.904238,
249.279444,46.150341,
113.390077,20.634231,
207.859822,0.343451,
157.131162,48.543979,
152.372795,46.495903,
131.897459,36.243704,
254.392257,38.699740,
125.791389,32.458699,
185.636789,62.568991,
173.762382,46.891277,
193.203829,31.052591,
249.276937,30.145383,
138.003585,33.159699,
164.860033,13.112209,
179.289755,29.888203,
164.168976,1.661659,
222.472033,48.636424,
236.631065,24.794979,
28.877278,5.422205,
134.166948,45.253391,
16.291000,-6.741391,
133.523215,9.788975,
41.389431,-1.593974,
187.363306,39.288525,
199.440987,56.530043,
340.302972,-0.677289,
157.784373,37.967015,
183.258332,44.695321,
231.569837,28.057654,
229.067341,30.936611,
184.849389,15.981223,
349.864491,28.427476,
119.581236,28.647807,
257.733311,40.056382,
243.296096,7.138952,
126.087369,35.809171,
354.375401,-3.226067,
147.376634,52.233540,
35.311607,-5.142528,
249.193376,35.962125,
237.423062,33.840971,
161.554051,22.830248,
0.946316,-9.886131,
130.127932,29.169205,
142.369311,32.691630,
168.141268,55.546070,
175.479610,19.598529,
41.583185,4.489506,
3.836384,24.842209,
342.686071,0.808685,
249.087549,36.457919,
57.024691,-6.817418,
57.909619,0.955635,
1.569258,22.326150,
338.999218,19.307369,
25.818971,-4.274969,
145.571636,42.889624,
133.961041,63.770035,
260.158186,26.335641,
190.744314,33.036949,
152.156948,48.744142,
160.820866,30.669334,
242.547978,56.606601,
231.698058,25.208404,
145.258737,28.214387,
147.115828,-2.221700,
221.656131,43.541731,
37.682517,2.080310,
37.299760,-0.814324,
197.468401,27.711252,
142.385125,35.570010,
137.154535,39.592604,
331.809409,13.555616,
210.979811,37.567149,
138.817040,28.411487,
171.201207,53.305230,
2.848266,20.596143,
339.320361,20.308088,
177.330196,30.890773,
183.219633,47.588061,
139.436761,49.648071,
171.449263,56.275075,
179.475775,53.827068,
126.503207,6.490274,
341.012811,-1.205313,
115.708096,31.315565,
137.619006,53.002148,
249.007864,22.426099,
162.784819,24.856449,
16.589156,4.721179,
340.688335,6.284327,
357.748422,3.000433,
6.779840,14.832660,
17.097400,-4.302657,
132.420598,18.368009,
148.636400,56.220663,
187.552295,-1.999488,
206.316626,12.142669,
246.267303,15.104459,
145.605156,51.206864,
166.576042,12.022762,
195.143331,50.186875,
218.053074,15.813020,
13.764780,25.298502,
178.692698,56.906903,
191.065967,-1.074901,
29.336741,27.362677,
178.490429,46.816117,
123.936337,34.905379,
142.439347,41.403552,
240.339800,9.816057,
126.828927,29.701196,
195.434338,50.395315,
188.314725,54.683601,
187.649308,9.755252,
155.105318,33.775958,
6.861513,8.189266,
132.144737,47.823701,
177.085308,24.329022,
203.924612,39.777974,
189.399298,21.957787,
185.856238,52.766877,
176.176488,9.600342,
133.026804,40.204793,
168.465185,30.870439,
172.373196,6.683167,
1.201683,-10.031535,
353.699331,14.687385,
185.751217,32.505836,
166.531142,-17.520442,
331.092516,30.260239,
172.957544,39.404080,
167.195585,1.749697,
133.864411,29.880859,
18.846703,30.522061,
169.098806,38.629275,
150.383145,5.556329,
43.983343,0.249276,
228.444660,43.023151,
334.885531,5.318563,
347.262639,32.795160,
183.203952,1.624200,
141.305598,60.177542,
179.197935,39.743647,
156.330116,31.937344,
28.408889,0.780482,
156.571053,48.004834,
213.863217,1.855697,
155.010348,46.689299,
128.105596,37.126744,
175.583611,46.381337,
242.718450,8.681950,
175.764437,41.324453,
166.796386,63.655843,
225.736134,49.422781,
243.778545,54.770096,
138.449892,58.229493,
241.805839,26.683655,
352.226673,34.303702,
118.046396,44.085364,
144.516734,22.964161,
253.550186,43.787556,
11.500523,24.656671,
221.221388,35.888924,
173.211240,56.459935,
162.441908,49.841219,
123.816738,20.873327,
118.427339,15.772770,
150.741082,20.901719,
218.126299,13.147709,
356.559433,14.339526,
195.918220,25.934165,
133.491161,46.564063,
180.256131,32.459646,
156.355772,37.375807,
184.703029,-1.089434,
25.779381,15.510493,
132.019724,21.411418,
155.042737,25.621852,
227.859525,4.697684,
32.895202,5.274555,
169.751640,39.873562,
345.745908,23.101628,
160.640034,52.077725,
216.482978,13.759169,
183.621997,60.598904,
176.626605,4.573025,
250.798033,28.521787,
212.811998,-0.616494,
10.994429,-4.134592,
118.826518,28.843452,
26.843336,22.338206,
359.997704,10.564075,
226.012927,7.534629,
10.548494,16.179529,
161.304144,18.541679,
226.898514,46.495201,
329.447890,2.790267,
160.255385,27.763888,
194.531764,49.486833,
162.126971,38.580784,
160.557562,5.905512,
19.894023,-0.403241,
156.539132,29.087800,
139.975194,35.946354,
117.662535,50.541698,
11.901422,6.619253,
255.918179,37.266513,
237.369890,46.296158,
217.042867,40.769997,
161.070245,7.422740,
157.610867,42.731772,
249.013752,11.514988,
205.136864,58.801449,
153.776202,23.493003,
33.110639,4.585221,
237.574362,11.641459,
204.877190,39.162070,
332.437652,29.231325,
181.326435,47.632182,
162.364249,50.650812,
220.631880,40.618128,
141.533100,47.761495,
220.790810,1.700237,
7.997067,2.438380,
197.353250,41.407754,
127.150487,10.205232,
222.681355,61.848348,
142.431261,31.646239,
187.296333,53.507514,
254.673347,27.134013,
338.133787,19.020374,
337.818612,20.341136,
120.965167,50.054903,
181.595282,53.308045,
136.215614,62.319279,
42.169934,-0.596748,
131.986960,51.766349,
192.774546,12.579774,
126.304530,32.079348,
195.700362,54.937156,
116.571304,22.517163,
232.705259,11.068094,
16.508805,4.600971,
233.573422,25.646410,
174.795224,49.056444,
27.768703,9.117504,
350.648215,6.544486,
251.918487,31.399050,
347.579948,21.953397,
127.739736,7.488374,
38.471296,-4.771954,
168.587637,1.641636,
164.884984,18.725095,
238.832141,30.717210,
249.856513,-0.686005,
147.349233,55.266194,
155.559290,24.419813,
185.418898,18.394487,
227.228190,-1.854444,
0.423506,-2.314063,
208.784703,64.583007,
114.692309,24.868373,
141.817072,34.189343,
253.925264,20.651343,
208.878897,19.968924,
130.142659,41.279250,
33.486049,1.378661,
155.603969,42.825949,
16.029187,1.236927,
121.347184,21.822556,
208.490540,56.872316,
354.782328,26.131854,
243.713727,38.483297,
245.302313,52.913511,
118.241513,41.604250,
349.736868,33.414063,
173.456726,57.686083,
142.458528,6.646406,
214.741449,18.410694,
184.960253,29.556485,
230.988789,38.890379,
330.952875,-0.747263,
187.998479,30.090926,
22.335679,27.872929,
13.871000,33.538096,
247.442741,38.896592,
139.199980,9.623483,
161.816072,21.742430,
134.339177,53.963208,
211.030458,54.697361,
186.226918,21.379553,
21.371413,14.785359,
358.378090,11.881237,
187.194089,47.831583,
203.152053,54.474484,
182.269651,36.032697,
5.880224,5.898583,
207.684171,59.868156,
125.818703,36.621445,
126.507170,49.567943,
175.005512,-3.062939,
338.530635,20.620123,
190.792527,26.866925,
164.864669,25.220163,
185.796429,37.117074,
6.470686,23.380563,
146.244252,14.823621,
125.563366,13.330657,
234.469009,26.044140,
174.853305,61.829983,
147.093555,68.809783,
185.224615,21.292941,
228.154412,1.479121,
0.822856,24.130278,
130.152228,34.116958,
245.284298,7.007322,
141.447109,26.643268,
168.487855,48.431956,
179.798040,31.574247,
122.160901,41.502831,
334.134736,19.830204,
254.147448,36.918221,
141.615366,27.180573,
184.796801,-0.729338,
132.250030,57.996124,
250.243653,51.637964,
176.680897,25.050895,
323.502750,4.166046,
128.311553,8.770033,
1.264449,21.180596,
336.900687,25.804132,
123.817041,38.890068,
342.534872,28.714456,
355.907029,10.966032,
237.997631,36.272544,
167.162711,46.188069,
131.778875,43.771403,
163.105863,32.405491,
20.369963,10.126637,
24.826060,-1.033951,
139.363200,28.383979,
189.878549,63.592435,
166.458371,35.260232,
327.267349,24.224808,
194.706188,46.882822,
231.753255,54.941839,
144.263002,22.805501,
141.835244,44.037364,
2.218523,33.671037,
219.350015,7.956480,
138.563851,10.296075,
338.434978,-8.655126,
214.380546,16.810850,
346.014563,14.870106,
347.683663,33.659313,
244.166184,57.558715,
118.175808,52.715358,
39.636638,-3.523116,
159.017000,42.634783,
30.143739,31.282090,
190.863494,3.383328,
226.287105,39.471510,
186.488331,43.778723,
217.458714,44.466908,
154.399829,9.543207,
121.618887,30.220370,
169.173575,51.158879,
181.888868,31.144872,
56.826709,0.785042,
353.911725,-1.409544,
226.042693,49.190579,
139.946638,27.153403,
163.223880,49.544412,
191.131431,20.539007,
163.259701,9.196105,
20.177714,3.684323,
189.275422,38.399417,
336.067525,7.432244,
312.056908,-0.950517,
161.101782,34.329354,
0.493327,6.080097,
137.827870,51.513586,
227.289233,9.943397,
114.073553,21.260143,
146.156945,30.831149,
216.102156,63.667758,
146.565647,27.815490,
121.175557,19.073930,
154.448109,51.931128,
203.173264,13.562399,
208.424681,60.012207,
157.671877,31.312963,
187.885032,47.358080,
313.993990,-0.899526,
28.397369,-3.528169,
347.513831,33.115604,
186.791732,22.747074,
349.059415,-1.002680,
215.565665,59.666226,
226.504702,51.819100,
168.965473,54.102912,
9.203253,7.371840,
13.859917,18.978955,
143.539273,32.180929,
40.204193,4.529973,
156.642309,65.459475,
207.992453,-2.795276,
14.873638,7.698493,
24.040620,19.640326,
128.231455,24.659932,
201.678451,56.125432,
243.087379,40.794736,
113.657964,38.938247,
154.376560,1.040012,
173.875388,61.967716,
233.203992,17.650249,
167.078776,31.721126,
217.922983,5.264749,
339.316806,33.096560,
210.939143,35.228151,
255.449648,37.291672,
195.143160,42.949200,
0.133586,10.970179,
182.914957,-3.472345,
222.138687,15.034284,
152.248147,54.033483,
188.714899,19.089185,
217.897634,-1.199950,
334.231920,3.888476,
207.742179,26.315347,
162.247818,16.868743,
222.120122,43.033216,
175.093402,8.255372,
191.545348,36.061039,
240.094644,42.094832,
358.766551,19.109598,
188.586835,42.070010,
359.615651,1.472865,
167.016304,30.679234,
118.239720,43.488111,
124.217688,42.974833,
223.969619,5.145144,
10.933794,3.177078,
359.335923,28.787716,
339.274708,26.825915,
160.816569,51.249797,
228.850448,58.868308,
139.360152,22.953444,
235.855514,47.914496,
240.419916,10.659638,
160.040869,8.186603,
152.899557,23.410985,
244.153038,34.400991,
140.851780,51.112060,
205.823926,34.710759,
136.871331,35.342361,
141.544569,60.958986,
340.076800,6.098373,
143.006670,3.316323,
141.453346,42.388931,
175.944578,22.470376,
194.333926,30.393015,
205.055466,36.811026,
171.794357,32.679346,
169.923441,21.725469,
257.527616,23.821540,
173.409025,62.029032,
174.667141,30.768820,
22.365630,-3.418187,
212.284599,25.248217,
27.941410,5.701481,
229.749451,35.707908,
0.278882,-1.913149,
182.518662,17.838363,
147.440366,63.439685,
222.718990,59.295705,
160.459833,26.216763,
198.784374,7.854237,
20.149130,0.996997,
188.606977,24.528767,
225.921406,31.553801,
356.612144,28.338246,
115.038190,16.689897,
201.529661,49.459497,
34.956963,1.454112,
16.121184,24.416304,
197.199689,50.592685,
220.744799,43.495074,
329.847753,2.566024,
9.838536,14.663204,
33.345610,4.193080,
13.066160,9.208616,
216.184520,41.939684,
160.461768,4.725935,
213.756488,25.540561,
192.023435,6.544827,
346.840474,1.048823,
11.446424,16.788040,
343.805849,20.261620,
1.273130,27.401627,
27.591239,-3.768258,
329.551442,7.123897,
241.135363,55.680736,
210.785475,34.193037,
149.874501,63.566630,
146.218740,40.234969,
141.869053,35.176822,
184.965559,60.607416,
16.803013,23.072327,
239.746412,28.408158,
356.665132,19.394268,
121.567207,27.582953,
227.369662,33.609096,
31.954804,2.662043,
192.388160,52.966175,
172.823766,48.895561,
11.425784,-4.741625,
167.543593,12.285572,
213.481237,35.079376,
237.300613,13.055578,
17.018429,10.676817,
179.258162,41.981763,
210.402208,45.112137,
28.175784,13.017538,
182.577753,18.957240,
163.853159,37.232946,
152.268314,38.498152,
32.456971,-3.028808,
15.017672,27.126544,
190.714012,37.850012,
205.869715,57.363090,
125.719395,47.045936,
247.205558,13.464516,
250.867197,27.310970,
221.942372,22.868161,
231.305151,15.118942,
237.315779,54.853684,
350.090578,8.369190,
138.155413,11.158173,
180.770635,62.359249,
150.426074,56.597219,
165.080036,25.792093,
220.725219,49.279177,
44.774237,-1.113879,
251.236934,20.985270,
332.408745,5.953287,
58.376203,-6.382711,
29.174810,1.942995,
343.576510,17.614180,
15.533279,7.602894,
347.362817,23.947474,
167.006763,30.751643,
218.991535,39.283306,
175.140397,7.383462,
168.574631,11.686774,
340.791752,-8.218708,
230.592241,59.897970,
241.334810,4.556837,
330.098349,25.599362,
190.260573,45.941606,
243.855828,13.087247,
342.778379,-8.018843,
338.821292,17.262763,
0.203917,31.771394,
166.128876,-1.370734,
14.923681,4.245748,
145.304209,7.615210,
337.582409,15.381831,
11.431396,26.564016,
203.627543,13.401313,
245.249159,40.908187,
242.069967,51.280210,
157.185638,3.631614,
198.347530,7.632481,
122.711721,12.577377,
31.688176,-1.839198,
137.311361,47.060585,
206.286076,58.242675,
167.943605,22.101134,
126.756743,15.927685,
132.244447,10.873955,
180.804372,52.880000,
164.940532,30.141188,
232.348302,51.845830,
240.552526,24.169612,
185.654072,64.368223,
215.477058,20.427577,
205.460011,-0.964857,
23.379098,20.098448,
209.715567,54.134811,
42.403616,-3.222548,
172.996561,29.252238,
232.463416,61.141419,
230.309179,34.791199,
26.683385,15.855145,
185.679988,29.578198,
141.506892,19.507375,
235.719319,29.829591,
259.471563,37.843265,
135.388445,42.211768,
195.539365,33.967668,
135.706071,30.918679,
209.787568,40.252628,
219.815263,13.914671,
20.525350,28.004642,
235.193856,18.130158,
111.949701,41.296335,
201.071069,55.097255,
29.661305,0.023959,
145.385846,34.688378,
115.722838,34.468213,
23.424682,18.068022,
357.472340,-1.885990,
119.469194,45.168228,
178.069174,50.272820,
227.234698,26.279564,
171.426247,0.017039,
6.508872,20.273764,
179.450295,26.673214,
132.848313,46.301047,
355.860746,-11.080280,
190.814496,-1.355800,
234.397917,3.587707,
143.607590,49.203507,
202.000319,24.996089,
350.594927,20.458586,
197.445627,52.166028,
171.955554,59.270723,
229.810544,50.662205,
149.096724,32.606019,
195.202579,53.175617,
243.494467,26.536140,
136.286859,51.585990,
152.996131,42.497872,
218.226526,38.959715,
118.730903,39.556386,
138.951992,46.672421,
25.089732,4.188386,
211.887014,23.562349,
235.017709,35.847261,
163.468106,48.740173,
134.383050,28.911915,
173.180517,64.610445,
354.617455,25.817370,
118.622098,17.328874,
193.173127,-0.344611,
191.368176,33.251362,
38.787090,0.860236,
209.642116,53.144856,
141.145822,22.495525,
13.252647,34.412196,
203.034742,19.286472,
6.682490,28.680427,
246.821377,48.766018,
172.197882,-0.652502,
336.747345,28.161884,
223.676276,10.622577,
118.793737,44.196943,
216.023238,4.684873,
169.461560,19.894639,
325.968369,24.536017,
225.221269,24.764996,
204.989782,38.879815,
157.361493,36.820124,
188.016581,18.153780,
140.778461,56.651000,
260.947662,57.371220,
17.964077,2.368829,
338.116181,18.522714,
25.106829,0.452210,
175.199849,28.739713,
265.647051,64.688960,
185.405275,50.033054,
328.218746,8.858744,
194.631433,38.702716,
151.668120,12.863094,
229.784419,0.241534,
22.041973,4.713607,
139.059554,37.319781,
208.249226,41.771694,
186.730908,57.240342,
130.090648,6.328790,
245.250686,1.034449,
336.642916,27.460086,
143.870651,62.638622,
160.655913,27.190418,
6.513389,-3.847872,
12.245188,17.630042,
352.135899,16.995579,
173.600034,10.378092,
131.203666,44.598564,
0.804871,2.195262,
14.154614,-0.447212,
180.589116,22.637182,
184.925816,37.979118,
344.907972,3.159842,
140.614683,47.582412,
317.642210,1.790163,
190.360748,32.657046,
149.134027,21.700373,
116.247933,41.651142,
235.402938,24.251595,
16.406751,9.405875,
44.061022,-8.659509,
152.405524,46.973159,
183.387096,47.783689,
347.416443,27.463318,
1.288768,1.805828,
199.903652,11.781206,
166.000229,17.682552,
341.527738,19.912836,
241.934600,51.626756,
0.865732,33.954173,
243.159675,57.257997,
157.595528,42.959664,
138.947690,20.938818,
143.524682,41.936316,
21.185903,19.557945,
233.967149,40.449197,
117.293195,30.508471,
37.217197,-5.254865,
4.854527,23.998053,
127.681118,33.620803,
27.264233,-0.169673,
143.898035,51.022466,
236.002162,26.357758,
157.061107,34.619154,
121.900823,32.939245,
228.952816,43.072377,
220.822953,39.346463,
326.393685,1.377631,
160.034613,10.486572,
164.682972,17.396611,
18.687652,9.372262,
333.795168,21.658815,
53.062955,-6.018757,
339.533652,-8.145040,
166.788855,19.667351,
176.686893,31.509995,
126.809514,31.665805,
203.290594,56.465908,
145.100575,0.374653,
215.309449,28.446520,
144.903704,43.588009,
124.153330,32.522788,
149.733111,33.271534,
166.914401,12.528669,
191.530296,20.589964,
244.759586,35.756793,
215.192371,30.735254,
35.767642,0.177996,
140.869485,2.437705,
158.432466,60.486278,
164.189258,41.671192,
222.404552,57.944378,
139.419388,6.571093,
152.915620,54.323559,
164.808956,51.123454,
217.016048,9.221892,
150.884746,47.913401,
190.267402,61.972367,
142.643647,7.917692,
337.046630,21.877997,
184.881051,45.566257,
164.315358,56.423266,
154.494141,38.735602,
122.487724,49.051173,
166.157319,46.792155,
207.641410,53.701093,
200.551938,33.579333,
351.867757,0.894868,
248.775718,16.133608,
195.285996,55.499238,
213.567479,64.474314,
134.226682,22.406645,
135.529348,51.287303,
171.307923,31.576482,
174.703552,24.664182,
203.866498,-3.134427,
130.214653,29.963664,
249.133950,45.232934,
128.577012,52.584337,
122.088391,12.896696,
0.197477,-4.784335,
221.095256,7.774132,
50.603096,-8.053658,
327.646547,26.414460,
130.660678,5.582374,
204.563956,12.898776,
355.624645,31.391947,
142.444923,21.898854,
235.835560,43.411462,
145.134513,36.137834,
155.880318,24.793598,
338.295190,24.922458,
179.634510,4.702319,
346.025615,14.588586,
161.574764,47.122728,
219.634546,53.807255,
222.703494,18.564618,
148.258281,41.778179,
159.849934,64.215326,
344.564920,6.606661,
149.113058,26.723477,
245.107411,39.880460,
114.111274,18.063560,
41.220026,-1.456575,
207.849464,31.222447,
222.423165,31.016404,
136.160396,25.889930,
190.392928,38.267467,
40.963679,2.323889,
169.407759,21.929761,
177.219637,20.405410,
175.293466,52.602692,
177.487210,55.209794,
239.243590,6.653286,
237.298029,36.150434,
174.076515,41.973950,
226.169491,11.501767,
171.334275,26.622016,
10.327471,0.295134,
141.390546,8.281087,
177.702458,7.331176,
236.532245,37.916173,
192.353608,-2.561054,
232.232019,25.653347,
134.511329,7.183728,
4.224968,2.149215,
222.235903,54.343752,
29.993778,17.456006,
7.826916,7.089137,
120.241736,27.972452,
248.728844,16.701455,
172.153960,47.615119,
231.539119,52.734520,
224.582510,48.289297,
148.087223,2.274104,
354.237311,11.079187,
351.322531,3.600160,
257.533265,21.858090,
130.971393,9.839877,
127.683424,18.779896,
165.097086,54.102336,
170.101858,35.872178,
358.299449,-9.934562,
164.520295,56.322242,
149.360663,25.151578,
137.921873,30.171148,
152.552738,56.089026,
163.548413,44.479009,
139.479842,45.468016,
177.113986,31.316781,
342.379183,0.148687,
154.993414,27.505885,
331.260393,-1.475566,
131.084397,60.292971,
251.102875,42.775567,
141.065171,43.685065,
155.579138,1.538562,
213.175284,8.526411,
208.997319,33.782868,
219.301988,61.588675,
215.329752,26.999283,
252.400737,44.181306,
246.447551,32.010354,
25.001012,-1.200069,
216.507709,29.676236,
29.524074,5.544857,
164.644019,41.981276,
6.520332,-3.005020,
161.213758,24.564036,
187.585050,45.346584,
163.561545,57.211699,
345.756038,2.479930,
32.004930,-0.654880,
233.805542,37.168905,
200.604051,61.319738,
160.354241,18.546776,
207.725904,41.163964,
115.793537,25.538861,
152.655571,49.214715,
164.434679,-0.618601,
146.598353,7.383141,
159.222662,65.530193,
12.526985,3.844834,
172.840253,30.855347,
147.170078,37.110207,
162.753345,34.712982,
121.232929,23.250525,
235.660305,35.908482,
172.275860,21.162694,
188.234445,39.406225,
135.022756,25.352465,
165.985568,58.409595,
167.395584,27.368792,
162.827469,7.863994,
222.413802,53.703382,
218.855728,53.191043,
141.826589,21.232599,
139.193012,21.440891,
162.969277,2.400764,
247.779386,34.242544,
121.475267,49.286314,
131.556152,32.490345,
351.346647,23.117214,
201.966862,10.607575,
33.782528,-1.736591,
18.427618,8.394311,
257.555340,22.479532,
10.175501,26.065204,
217.944315,51.246318,
223.472723,4.023359,
128.324817,55.220076,
28.651279,31.579962,
26.246479,23.768731,
144.112609,5.453053,
142.916577,40.430123,
353.814352,27.796801,
27.122039,15.532838,
176.201318,32.823090,
150.526106,50.561093,
235.633463,49.645171,
4.526865,6.393168,
320.812260,3.426307,
156.665588,22.197542,
218.580744,11.750043,
205.720616,40.533788,
258.700787,27.988625,
173.622281,36.102304,
137.789163,37.752834,
178.766976,3.813976,
3.939006,0.139618,
16.277695,4.230572,
356.647220,5.632958,
212.273032,55.427335,
27.411156,5.826649,
131.095745,11.272391,
333.181914,2.332782,
247.331981,40.811073,
152.863421,57.204905,
3.714815,0.948733,
114.542641,32.684139,
19.153553,-7.368812,
189.836232,2.608681,
145.566901,54.457655,
150.895003,61.956921,
9.996166,28.343325,
193.363001,41.567967,
327.549118,22.719666,
44.699760,2.034713,
156.587749,55.788987,
150.335136,26.010442,
228.872734,15.011391,
194.618893,7.411133,
21.673550,11.238128,
129.236277,53.718288,
15.020292,16.628057,
248.553283,32.059851,
172.471023,65.266596,
171.195855,45.433060,
183.517216,3.738606,
134.674682,30.611526,
181.627241,50.138198,
239.995945,34.827853,
131.838785,40.790102,
15.115593,6.019011,
197.657180,27.081858,
215.703215,6.773307,
141.786315,40.952744,
197.050525,15.299307,
147.230580,40.662390,
137.829857,3.198052,
20.029471,27.039992,
238.209409,4.047472,
252.377631,35.960060,
209.965252,60.477121,
