#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T16:26:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T16:26:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/278/28&-out.max=1000&-out.add=_RAJ2000,_DEJ2000&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22780028
#Name: J/ApJS/278/28
#Title: CL-AGN from the DESI. II. Stat. properties from DR1 (Guo+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	creator=Guo W.-J.	    First author or institution
#INFO	cites=bibcode:2025ApJS..278...28G	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/278/28	    Dataset landing page
#INFO	publication_date=2026-05-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_278_28_spdesi:
#Name: J/ApJS/278/28/spdesi
#Title: Metadata for DESI spectra used and the luminosities and masses derived
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TargetID	(I19)	DESI target identifier (TARGETID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension, DESI (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-10.1/68] Declination, DESI (J2000) (Dec)	[ucd=pos.eq.dec;meta.main]
#Column	zspec	(F8.5)	[0.059/0.9] Spectroscopic redshift from DESI (Redshift)	[ucd=src.redshift]
#Column	Survey	(a7)	Survey ID (SURVEY) (1)	[ucd=meta.id]
#Column	Prog	(A6)	DESI program ID (PROGRAM)	[ucd=meta.id;obs]
#Column	Healpix	(I5)	[34/49105] HEALPIX pixel ID (HEALPIX)	[ucd=meta.id;pos.frame]
#Column	MJD	(I5)	[51578/58514] Mean modified Julian Data of coadded spectra (MJD)	[ucd=time.epoch;stat.mean]
#Column	logL5100	(F8.5)	[40.3/45.2] Log, Continuum luminosity at 5100{AA} (LOG_L5100)	[ucd=phys.luminosity;em.opt]
#Column	e_logL5100	(F9.5)	[0.0028/146.5] Uncertainty in logL5100 (LOG_L5100_ERR)	[ucd=stat.error;phys.luminosity;em.opt]
#Column	logL2500	(F8.5)	[40/45.5] Log, Extrapolated luminosity at 2500{AA} (LOG_L2500)	[ucd=phys.luminosity;em.UV.200-300nm]
#Column	e_logL2500	(F9.5)	[0.0028/146.5] Uncertainty in logL2500 (LOG_L2500_ERR)	[ucd=stat.error;phys.luminosity;em.UV.200-300nm]
#Column	logLMgII	(F8.5)	[39.6/43.7]? Log, broad MgII line luminosity (LOG_LMgII)	[ucd=phys.luminosity;spect.line]
#Column	e_logLMgII	(F8.5)	[0.028/3]? Uncertainty in logLMgII (LOG_LMgII_ERR)	[ucd=stat.error;phys.luminosity;spect.line]
#Column	logLHb	(F8.5)	[36.3/43.4] Log, broad H{beta} line luminosity (LOG_LHB)	[ucd=phys.luminosity;em.line.Hbeta]
#Column	e_logLHb	(F9.6)	[0/3] Uncertainty in logLHb (LOG_LHB_ERR)	[ucd=stat.error;phys.luminosity;em.line.Hbeta]
#Column	logLHa	(F8.5)	[39.29/43.3]? Log, broad H{alpha} line luminosity (LOG_LHA)	[ucd=phys.luminosity;em.line.Halpha]
#Column	e_logLHa	(F9.6)	[0/2.6]? Uncertainty in logLHa (LOG_LHA_ERR)	[ucd=stat.error;phys.luminosity;em.line.Halpha]
#Column	logMBH-Hb	(F8.5)	[6.49/9.51]? Log, black hole mass from H{beta} (LOG_MBH_HB)	[ucd=phys.mass]
#Column	e_logMBH-Hb	(F8.5)	[0.12/0.9]? Uncertainty in logMBH-Hb (LOG_MBH_HB_ERR)	[ucd=stat.error;phys.mass]
#Column	logMBH-Ha	(F8.5)	[5.2/9.2]? Log, black hole mass from H{alpha} (LOG_MBH_HA)	[ucd=phys.mass]
#Column	e_logMBH-Ha	(F8.5)	[0.13/85]? Uncertainty in logMBH-Ha (LOG_MBH_HA_ERR)	[ucd=stat.error;phys.mass]
_RAJ2000	_DEJ2000	recno	TargetID	RAJ2000	DEJ2000	zspec	Survey	Prog	Healpix	MJD	logL5100	e_logL5100	logL2500	e_logL2500	logLMgII	e_logLMgII	logLHb	e_logLHb	logLHa	e_logLHa	logMBH-Hb	e_logMBH-Hb	logMBH-Ha	e_logMBH-Ha
178.5125100	+00.5316600	     251	  39627799803199816	178.51251	+00.53166	 0.44845	main   	bright	26967	51943	43.91637	  0.12186	43.83855	  0.12186	41.56483	 1.14621	39.20417	 0.108570	        	         	        	        	        	
178.8177300	+20.9522300	     252	  39628284320811462	178.81773	+20.95223	 0.66979	main   	dark  	28424	56311	44.22127	  0.04776	44.21043	  0.04776	42.39273	 0.21715	41.77969	 0.530090	        	         	        	        	        	
178.9911800	+03.7021500	     253	  39627878303799028	178.99118	+03.70215	 0.32370	main   	bright	27662	52051	43.51522	  0.10210	43.20564	  0.10210	        	        	41.37561	 0.384120	41.95100	 0.112520	        	        	 7.83425	 0.25981
179.7826000	+49.7827300	     254	  39633244152399556	179.78260	+49.78273	 0.20979	main   	bright	 5597	52442	43.87171	  0.01404	43.69631	  0.01404	        	        	41.91688	 0.044540	42.49181	 0.009980	 8.74130	 0.12676	 8.62464	 0.13055
179.8053100	+06.1673600	     255	  39627938538194351	179.80531	+06.16736	 0.48751	main   	dark  	27699	55931	43.57782	  0.03714	43.26822	  0.03714	41.83085	 0.13358	41.48740	 0.209020	        	         	        	        	        	
179.9078700	+65.7601500	     256	  39633450742844596	179.90787	+65.76015	 0.12184	main   	bright	 6143	52316	43.84389	  0.00823	43.79418	  0.00823	        	        	41.96264	 0.021240	42.58129	 0.003870	 8.50548	 0.12671	 8.54350	 0.13046
179.9724600	+05.2250000	     257	2305843038255065231	179.97246	+05.22500	 0.05924	main   	backup	27696	52375	43.43559	  0.00943	43.42151	  0.00943	        	        	41.29637	 0.032930	41.78908	 0.024970	 7.99279	 0.21443	 8.01977	 0.13607
180.0207400	+59.4035000	     258	  39633380949622926	180.02074	+59.40350	 0.31018	main   	bright	11198	58162	43.38170	  0.14463	43.35428	  0.14463	        	        	41.18800	 0.287130	41.98953	 0.038900	        	        	 7.53257	 0.15919
180.1319300	+62.7270100	     259	  39633419063264136	180.13193	+62.72701	 0.23534	main   	bright	11247	52337	43.65980	  0.03507	43.35218	  0.03507	        	        	41.36372	 0.114380	42.35363	 0.024230	        	        	 7.58498	 0.13331
180.4415400	+35.4229100	     260	  39632990736746091	180.44154	+35.42291	 0.19034	main   	bright	28634	53467	43.52844	  0.03319	43.29524	  0.03319	        	        	40.92444	 0.583050	42.02931	 0.136200	 8.04435	 0.21485	 7.73645	 0.13569
180.9872700	+34.9948900	     261	  39632980859159670	180.98727	+34.99489	 0.55632	main   	dark  	28632	55621	44.06162	  0.02487	44.53131	  0.02487	42.93213	 0.69832	42.18474	 0.087640	        	         	 8.09097	 0.25458	        	
181.1463200	+48.9258100	     262	  39633232328654931	181.14632	+48.92581	 0.79772	main   	bright	10987	57135	44.80911	  0.01580	45.05608	  0.01580	43.08813	 0.21715	42.74926	 0.108370	        	         	 8.74435	 0.29517	        	
181.1996400	+17.0491200	     263	  39628192847236190	181.19964	+17.04912	 0.29828	main   	dark  	27894	54207	43.50957	  0.00322	44.74809	  0.00322	        	        	42.27709	 0.031510	42.48865	 0.000000	        	        	        	
181.4703400	+33.5724600	     264	  39632950836333916	181.47034	+33.57246	 0.11562	main   	bright	28615	53498	43.07664	  0.03658	42.99447	  0.03658	        	        	41.26751	 0.045590	41.81507	 0.027400	 7.50983	 0.13019	 7.56040	 0.13704
181.5215500	+35.6402900	     265	  39632995673443223	181.52155	+35.64029	 0.28682	main   	bright	28633	53467	44.27593	  0.01700	45.41194	  0.01700	        	        	42.75043	 0.018520	43.23951	 0.014890	 8.44069	 0.12492	 8.33708	 0.13116
181.7927100	+00.1350600	     266	  39627793817928670	181.79271	+00.13506	 0.38446	sv3    	bright	26281	51999	43.79918	  0.05621	43.56055	  0.05621	        	        	41.42138	 0.232580	        	         	        	        	        	
181.8242200	+36.8002700	     267	  39633015206317741	181.82422	+36.80027	 0.25032	main   	bright	28638	57428	43.72447	  0.03041	43.52163	  0.03041	        	        	41.80374	 0.116090	42.46755	 0.022150	        	        	 7.91517	 0.14233
181.9930000	+22.2843700	     268	  39628312489756595	181.99300	+22.28437	 0.70072	main   	dark  	28421	56314	44.77768	  0.00740	45.15733	  0.00740	43.41945	 0.08686	42.85874	 0.064640	        	         	 8.92848	 0.16379	        	
182.1036800	+29.3313000	     269	  39628464977872890	182.10368	+29.33130	 0.50411	main   	bright	28521	56362	44.13128	  0.05703	44.27411	  0.05703	42.47767	 0.10857	42.05773	 0.171550	        	         	 8.92535	 0.19316	        	
182.6387900	-01.2987800	     270	  39627757591727403	182.63879	-01.29878	 0.54365	main   	dark  	26274	52367	44.28359	  0.02046	44.59201	  0.02046	42.95697	 0.19259	42.53686	 0.085620	        	         	 9.19991	 0.42798	        	
182.7876000	+49.6760200	     271	  39633244185953007	182.78760	+49.67602	 0.46560	main   	bright	10989	56389	43.92382	  0.03224	44.29080	  0.03224	42.52204	 0.97451	42.16941	 0.064290	        	         	 7.90290	 0.14776	        	
182.8936300	+38.8997400	     272	  39633058244067431	182.89363	+38.89974	 0.30386	main   	dark  	10912	57425	43.01785	  0.10844	42.73285	  0.10844	        	        	40.01544	 2.002220	41.89197	 0.033390	        	        	 7.23467	 0.15092
182.9293800	+60.6097100	     273	  39633393113107065	182.92938	+60.60971	 0.44383	main   	bright	11241	52405	43.89693	  0.15567	43.87497	  0.15567	        	        	41.58587	 0.636370	        	         	        	        	        	
183.3558100	+57.1693000	     274	  39633352340276166	183.35581	+57.16930	 0.45953	sv2    	dark  	11193	52791	43.78195	  0.08993	43.70413	  0.08993	        	        	41.94177	 0.125750	        	         	        	        	        	
183.6948900	+00.9350600	     275	  39627811966684772	183.69489	+00.93506	 0.83095	main   	dark  	26285	55323	43.92079	  0.18369	43.61122	  0.18369	41.60894	 2.06453	38.59978	 0.086860	        	         	 7.16534	 0.18525	        	
184.0713600	+56.8514400	     276	2305843020940972521	184.07136	+56.85144	 0.11107	main   	backup	11187	52791	43.14815	  0.04686	43.30537	  0.04686	        	        	41.09250	 0.077920	41.69121	 0.016780	 7.10328	 0.19450	 7.04229	 0.13797
184.2670100	+33.5932900	     277	  39632950878274486	184.26701	+33.59329	 0.83583	main   	dark  	28539	55590	43.41478	  0.46325	43.36302	  0.46325	42.04813	 1.75359	41.61752	 0.859090	        	         	        	        	        	
184.6121700	+46.9479500	     278	  39633199931853546	184.61217	+46.94795	 0.27085	main   	bright	10979	56385	43.40464	  0.07754	43.09507	  0.07754	        	        	40.83584	 1.364130	41.44040	 0.227530	        	        	 7.46046	 0.21776
184.6312000	+42.1123600	     279	  39633113524997198	184.63120	+42.11236	 0.22435	main   	bright	10917	53112	43.45796	  0.07071	43.32418	  0.07071	        	        	41.69471	 0.127890	42.37124	 0.028550	        	        	 8.48294	 0.14139
185.0768400	+06.6887800	     280	  39627950638760994	185.07684	+06.68878	 0.28652	main   	dark  	27715	53472	43.90815	  0.01854	43.60636	  0.01854	        	        	41.92650	 0.043390	42.44842	 0.059060	 8.80642	 0.16525	 8.74451	 0.54731
185.2000200	+36.4696800	     281	  39633010395450501	185.20002	+36.46968	 0.63233	main   	dark  	10880	57457	43.88748	  0.09748	43.78698	  0.09748	42.33420	 0.45019	41.61057	 0.588280	        	         	        	        	        	
185.5759600	+01.4825200	     282	  39627824079832496	185.57596	+01.48252	 0.66296	main   	dark  	26291	55630	43.98522	  0.06633	44.12190	  0.06633	42.34370	 2.48397	39.50418	 0.144760	        	         	        	        	        	
185.9554200	+02.2469900	     283	  39627842203423736	185.95542	+02.24699	 0.40902	main   	bright	26294	52283	44.07129	  0.05097	43.91604	  0.05097	        	        	41.53133	 0.335230	        	         	 7.49271	 0.14195	        	
186.1283400	+36.4385500	     284	  39633010408033708	186.12834	+36.43855	 0.37571	main   	dark  	10880	53442	44.29518	  0.02071	44.70239	  0.02071	        	        	42.51002	 0.039950	        	         	 8.96701	 0.15776	        	
186.3069800	+60.8943800	     285	  39633399077405690	186.30698	+60.89438	 0.12429	main   	bright	11239	52409	42.40889	  0.09135	42.09929	  0.09135	        	        	36.34221	 0.000000	41.93576	 0.010700	        	        	 7.71231	 0.15444
186.6611400	-00.1872500	     286	  39627781818026811	186.66114	-00.18725	 0.64072	main   	bright	26266	51990	43.77444	  0.23267	43.78597	  0.23267	42.62512	 1.82492	41.00999	 0.704360	        	         	        	        	        	
186.8644900	-01.3661600	     287	  39627757663029396	186.86449	-01.36616	 0.45664	main   	bright	26247	51993	43.92045	  0.11307	43.77140	  0.11307	        	        	42.31025	 0.090420	        	         	        	        	        	
188.0931800	+01.7222900	     288	  39627830161573888	188.09318	+01.72229	 0.65020	main   	dark  	26271	55653	44.10751	  0.03881	44.34037	  0.03881	42.85058	 0.10857	42.20141	 0.083120	        	         	 8.00081	 0.14056	        	
188.2192400	+32.7958500	     289	  39632935728449956	188.21924	+32.79585	 0.55367	main   	dark  	28533	58229	43.85806	  0.05088	43.90867	  0.05088	42.75899	 0.59242	41.83335	 0.165390	        	         	        	        	        	
188.3667600	+65.9300000	     290	  39633453288786916	188.36676	+65.93000	 0.18138	main   	bright	11940	52317	43.15935	  0.08374	43.10596	  0.08374	        	        	40.67826	 0.425400	42.15253	 0.026010	        	        	 8.48911	 0.14355
188.4963700	+08.7032300	     291	  39627998617406840	188.49637	+08.70323	 0.25505	main   	bright	27731	53474	43.34721	  0.08480	43.29632	  0.08480	        	        	41.24908	 0.363650	41.95476	 0.015200	 7.20938	 0.33732	 6.88115	 0.18827
189.0220400	+44.5577700	     292	  39633157699407366	189.02204	+44.55777	 0.45647	main   	dark  	10947	56367	44.09279	  0.03357	44.16577	  0.03357	42.27828	 0.55967	42.03741	 0.062500	        	         	 8.92522	 0.16592	        	
189.5220000	+59.7290500	     293	  39633384099546145	189.52200	+59.72905	 0.45662	main   	bright	11215	56685	43.43497	  0.17559	43.83704	  0.17559	42.32332	 0.08686	41.41382	 0.541360	        	         	        	        	        	
189.7147900	+49.3467200	     294	  39633236388742547	189.71479	+49.34672	 0.27632	main   	bright	10973	57097	43.35270	  0.00840	44.59122	  0.00840	        	        	42.02191	 0.049110	42.41255	 0.000000	 7.74384	 0.13378	 8.19196	 0.13290
189.8138500	+53.2372900	     295	  39633297092905745	189.81385	+53.23729	 0.20154	main   	bright	11149	52379	43.41570	  0.03370	43.16349	  0.03370	        	        	40.63141	 0.537210	41.43373	 0.224380	        	        	 7.38336	 0.14151
190.8082700	+50.1832800	     296	  39633252067053041	190.80827	+50.18328	 0.79910	main   	bright	11139	57097	43.85165	  0.17701	44.28077	  0.17701	43.01127	 0.14476	42.26842	 0.230550	        	         	 8.79669	 0.19933	        	
190.8084500	+58.7460400	     297	  39633371696989921	190.80845	+58.74604	 0.21252	main   	bright	11212	52401	43.33269	  0.06020	43.28139	  0.06020	        	        	41.41659	 0.120150	42.25904	 0.017000	 8.52009	 0.16208	 8.62213	 0.13787
190.9584000	+02.0402900	     298	  39627836247512107	190.95840	+02.04029	 0.68525	main   	dark  	26307	55631	44.56929	  0.01220	44.88559	  0.01220	43.05699	 1.17107	42.71030	 0.071460	        	         	 8.46402	 0.16908	        	
191.4524500	+34.8637200	     299	  39632976035711624	191.45245	+34.86372	 0.22215	main   	bright	10767	53765	43.55904	  0.05256	43.48546	  0.05256	        	        	41.50864	 0.100860	41.92637	 0.098230	 7.12483	 0.19086	 7.12541	 0.16613
191.8137900	+67.8247800	     300	  39633470019862715	191.81379	+67.82478	 0.27409	main   	bright	11953	51988	43.57094	  0.06984	43.49513	  0.06984	        	        	41.75368	 0.135910	42.22999	 0.041260	 7.77475	 0.18607	 7.96425	 0.14910
192.0547900	+62.4165800	     301	  39633416362132554	192.05479	+62.41658	 0.72220	sv3    	dark  	11229	56444	43.86737	  0.02960	43.89488	  0.02960	42.62698	 0.07554	42.10854	 0.063130	        	         	        	        	        	
192.2708700	+35.5981400	     302	  39632990900322652	192.27087	+35.59814	 0.49744	main   	dark  	10778	55322	42.85455	  0.33015	43.21457	  0.33015	42.16596	 1.06596	40.90872	 0.865260	        	         	        	        	        	
192.5223500	+04.2665600	     303	2305843036820610878	192.52235	+04.26656	 0.12345	main   	backup	26328	52669	43.40056	  0.03881	43.36912	  0.03881	        	        	41.14306	 0.126950	41.89706	 0.030630	 8.12589	 0.17791	 8.05943	 0.16120
192.6729400	-00.0904300	     304	  39627787958488105	192.67294	-00.09043	 0.49199	main   	bright	26216	51609	44.54082	  0.02674	44.66047	  0.02674	42.98400	 0.14476	42.59661	 0.099900	        	         	 8.60439	 0.19358	        	
193.3354900	+46.4495800	     305	  39633191727795271	193.33549	+46.44958	 0.39965	main   	dark  	10878	53116	43.42873	  0.04923	44.43129	  0.04923	        	        	41.85193	 0.073700	        	         	 8.09075	 0.13439	        	
193.5157800	+49.2480100	     306	  39633236430685703	193.51578	+49.24801	 0.06713	main   	bright	11051	52736	42.65335	  0.03504	42.68399	  0.03504	        	        	40.95141	 0.053780	41.25186	 0.078370	 8.15374	 0.13419	 7.94600	 0.14239
193.5465600	+49.9013100	     307	  39633248208292916	193.54656	+49.90131	 0.41512	main   	bright	11054	57162	44.12268	  0.03617	44.05773	  0.03617	42.05296	 0.68251	42.21134	 0.071510	42.65389	 0.023010	 8.87392	 0.12687	 8.49972	 0.13204
193.6928600	+38.0860700	     308	  39633039428420686	193.69286	+38.08607	 0.48510	main   	dark  	10783	53772	43.55844	  0.05452	44.05544	  0.05452	42.38715	 2.59060	41.51997	 0.235800	        	         	        	        	        	
193.9389500	+23.3966700	     309	  39628340541260804	193.93895	+23.39667	 0.51017	sv3    	dark  	28114	56312	43.56454	  0.07630	43.58452	  0.07630	42.09295	 0.08686	41.60053	 0.196510	        	         	 7.87749	 0.15959	        	
194.8197700	+55.2520000	     310	  39633325484149838	194.81977	+55.25200	 0.19894	main   	bright	11200	52707	43.58447	  0.02977	43.46133	  0.02977	        	        	41.73483	 0.056150	42.31338	 0.013110	 7.71268	 0.24813	 7.70113	 0.13697
195.1029800	-02.4850100	     311	  39627727602452874	195.10298	-02.48501	 0.15626	main   	bright	26186	51694	42.84857	  0.16203	43.25689	  0.16203	        	        	41.20773	 0.159980	41.76184	 0.054110	 7.72140	 0.23362	 7.79537	 0.17251
195.2631800	+35.3768200	     312	  39632990938074089	195.26318	+35.37682	 0.32366	main   	dark  	10772	53799	43.41462	  0.08566	43.43779	  0.08566	        	        	41.49589	 0.113140	42.21954	 0.024370	        	        	 7.19685	 0.14735
195.7363700	+31.4554600	     313	  39628512155405693	195.73637	+31.45546	 0.16319	main   	bright	10418	53819	43.43995	  0.03358	43.25875	  0.03358	        	        	41.38970	 0.148390	41.80692	 0.035420	 8.38383	 0.21511	 8.28604	 0.29237
196.4679600	+00.3245400	     314	  39627794061202236	196.46796	+00.32454	 0.61898	main   	dark  	26213	55337	43.64664	  0.13868	43.59299	  0.13868	42.09065	 0.26613	41.64966	 0.403140	        	         	        	        	        	
196.9262000	+52.0444600	     315	  39633278755408897	196.92620	+52.04446	 0.10301	main   	bright	11068	52376	42.48837	  0.10901	42.53367	  0.10901	        	        	40.68277	 0.211740	41.19515	 0.033560	 8.04967	 0.17533	 7.61321	 0.22426
197.3595300	+53.6918200	     316	  39633304386798630	197.35953	+53.69182	 0.18237	main   	bright	11112	57519	43.52436	  0.02619	43.58705	  0.02619	        	        	41.13319	 0.242710	41.60416	 0.039310	        	        	        	
197.3616400	+45.7158100	     317	  39633179174242466	197.36164	+45.71581	 0.26861	main   	dark  	11040	56366	43.59520	  0.01662	44.08700	  0.01662	        	        	42.04124	 0.025020	42.38453	 0.000000	        	        	 8.48624	 0.16315
198.1451100	-02.7617300	     318	  39627721612987855	198.14511	-02.76173	 0.15150	main   	bright	26180	51691	43.50777	  0.01925	43.52514	  0.01925	        	        	41.36995	 0.094780	41.42700	 0.060910	 8.59302	 0.12749	 7.32465	 0.19966
198.6417600	+35.7879300	     319	  39632995908323942	198.64176	+35.78793	 0.62459	main   	dark  	10473	57519	44.04188	  0.03374	44.53663	  0.03374	42.64211	 2.24844	42.14803	 0.157720	        	         	 8.53469	 0.15827	        	
199.4431400	-02.0906200	     320	  39627739753353614	199.44314	-02.09062	 0.58126	main   	bright	26192	55591	43.77538	  0.19936	43.70957	  0.19936	42.46142	 0.66688	41.60087	 0.541950	        	         	 8.73565	 0.21844	        	
199.5929900	-02.3955500	     321	  39627727677949581	199.59299	-02.39555	 0.42666	main   	dark  	26181	55591	43.14647	  0.20486	42.83690	  0.20486	41.91281	 0.14476	39.55142	 0.144760	41.46034	 0.638060	        	        	 7.71896	 0.21824
199.6320200	+33.3436000	     322	  39632946038049389	199.63202	+33.34360	 0.53604	main   	dark  	10464	55331	43.94882	  0.04676	43.86919	  0.04676	42.59661	 0.98579	42.02420	 0.137640	        	         	        	        	        	
199.6754700	+09.2594700	     323	  39628010743139795	199.67547	+09.25947	 0.62627	main   	dark  	26515	55987	43.04988	  0.21480	43.51624	  0.21480	42.15466	 0.70563	41.67712	 0.302280	        	         	 8.34896	 0.22476	        	
200.1885600	-00.4137700	     324	  39627776004722485	200.18856	-00.41377	 0.22102	main   	bright	26198	51578	43.30688	  0.11749	42.99731	  0.11749	        	        	40.59098	 0.776060	42.29785	 0.072460	        	        	 8.18504	 0.15830
201.6420200	+31.2431400	     325	  39628507076101069	201.64202	+31.24314	 0.48599	main   	dark  	10434	58491	44.44944	  0.00934	44.99836	  0.00934	43.34723	 0.08686	42.68646	 0.025440	        	         	 8.78435	 0.12777	        	
201.7917300	+01.9072300	     326	  39627836432057409	201.79173	+01.90723	 0.67215	main   	dark  	26377	55328	43.77853	  0.05461	44.12942	  0.05461	42.74543	 1.59021	42.14692	 0.094280	        	         	 8.46990	 0.14202	        	
201.7980200	-02.0164000	     327	  39627739795293010	201.79802	-02.01640	 0.66588	main   	dark  	25849	55591	43.52088	  0.27217	43.50850	  0.27217	41.88293	 0.14476	41.32767	 0.514410	        	         	 7.62210	 0.71371	        	
202.3141200	+02.0279100	     328	  39627836440446307	202.31412	+02.02791	 0.80219	main   	dark  	26371	55622	44.03197	  0.08656	43.93810	  0.08656	42.31699	 0.10857	41.83120	 0.662990	        	         	        	        	        	
202.3994000	-01.5094600	     329	  39627751883279492	202.39940	-01.50946	 0.08217	main   	bright	25852	52377	42.85755	  0.03153	42.89359	  0.03153	        	        	40.66550	 0.132170	41.27791	 0.019210	 7.78631	 0.15791	 7.45584	 0.14076
202.4604200	+35.6097300	     330	  39632991038736004	202.46042	+35.60973	 0.62714	main   	dark  	10447	55603	43.20067	  0.34336	43.29496	  0.34336	41.90848	 0.48568	41.38146	 0.610660	        	         	        	        	        	
202.6851400	+07.4413300	     331	  39627968930120267	202.68514	+07.44133	 0.46419	main   	bright	26428	53556	43.88254	  0.12985	44.39050	  0.12985	        	        	41.45291	 1.845770	        	         	        	        	        	
203.5402400	+01.6792100	     332	  39627830421619570	203.54024	+01.67921	 0.61274	main   	dark  	26372	52022	45.11820	  0.00341	45.49962	  0.00341	43.46461	 0.14476	43.35498	 0.033220	        	         	 9.31021	 0.13043	        	
203.8352000	-00.9774300	     333	  39627763988039536	203.83520	-00.97743	 0.14287	main   	bright	26024	51662	43.31624	  0.03231	43.26894	  0.03231	        	        	41.36323	 0.082980	41.89358	 0.026970	        	        	 8.14079	 0.13506
203.9325300	+36.2346200	     334	  39633005777520215	203.93253	+36.23462	 0.41996	main   	dark  	10459	57783	43.80778	  0.02369	44.08368	  0.02369	42.10291	 0.10799	41.81549	 0.091200	42.21849	 0.050910	 7.97716	 0.17350	 8.28761	 0.17025
204.1263800	+50.1795500	     335	  39633252209659059	204.12638	+50.17955	 0.31474	main   	bright	11074	53433	43.79400	  0.04270	43.68431	  0.04270	        	        	41.74418	 0.106220	42.37644	 0.031810	        	        	 8.05662	 0.13448
204.2648000	+32.4916400	     336	  39632930858860887	204.26480	+32.49164	 0.86403	main   	dark  	10437	58492	44.18404	  0.05288	44.31511	  0.05288	43.12302	 0.21715	42.27225	 0.298220	        	         	 8.93147	 0.21546	        	
204.6743400	+22.2406500	     337	  39628312842078347	204.67434	+22.24065	 0.23807	main   	bright	10245	56087	43.37702	  0.06269	43.12392	  0.06269	        	        	41.24173	 0.123010	41.87003	 0.046130	 7.22769	 0.16214	 7.38296	 0.19912
205.0096700	+44.2624300	     338	  39633153563823186	205.00967	+44.26243	 0.66758	main   	dark  	10682	57787	43.75641	  0.10078	43.81606	  0.10078	42.37300	 0.30106	41.87232	 0.218010	        	         	 8.63040	 0.14116	        	
205.1544200	+13.3053500	     339	  39628105693790797	205.15442	+13.30535	 0.34782	main   	bright	26578	53858	43.77335	  0.09766	43.68405	  0.09766	        	        	41.67704	 0.274390	        	         	        	        	        	
205.7689900	+46.1313500	     340	  39633187692873499	205.76899	+46.13135	 0.67171	main   	dark  	10686	56366	44.81992	  0.00320	45.15913	  0.00320	43.35676	 0.21715	43.12163	 0.014940	        	         	 8.77312	 0.12853	        	
205.8500300	-03.3287300	     341	  39627709667607948	205.85003	-03.32873	 0.79217	main   	dark  	25821	55359	44.83055	  0.00692	45.17241	  0.00692	43.11925	 0.17460	42.75395	 0.043760	        	         	 8.55865	 0.28758	        	
205.8750600	+51.0344800	     342	  39633263764964580	205.87506	+51.03448	 0.13182	main   	bright	11076	53433	43.13320	  0.03322	42.84949	  0.03322	        	        	40.86284	 0.230010	42.15904	 0.011100	        	        	 7.30158	 0.13653
206.0816600	+51.4401400	     343	  39633271352460000	206.08166	+51.44014	 0.06292	main   	bright	11077	53433	43.23047	  0.00543	43.95179	  0.00543	        	        	41.72301	 0.007670	42.28692	 0.002620	 8.19678	 0.12719	 8.12946	 0.13382
206.1995800	+45.5302100	     344	  39633175042852932	206.19958	+45.53021	 0.20552	main   	bright	10681	56740	43.55139	  0.02389	43.42658	  0.02389	        	        	41.55820	 0.101210	42.12227	 0.014520	 8.59260	 0.18089	 8.13891	 0.14962
206.2912500	+32.6530000	     345	  39632935984302862	206.29125	+32.65300	 0.57479	main   	dark  	10362	58492	44.17576	  0.03222	44.17791	  0.03222	42.36464	 0.32105	42.26982	 0.098280	        	         	 8.96944	 0.12723	        	
206.4653100	+42.9653500	     346	  39633131656972163	206.46531	+42.96535	 0.45108	main   	bright	10663	52814	44.09823	  0.06096	44.20186	  0.06096	        	        	42.19888	 0.139830	        	         	        	        	        	
